gene_id	bp_length	symbol
6752	2964	SSTR2
6753	4576	SSTR3
6754	1258	SSTR4
6755	2718	SSTR5
6756	1384	SSX1
6758	1384	SSX5
676	4051	BRDT
6760	3826	SS18
6764	6244	ST5
6767	3581	ST13
6768	3466	ST14
6769	3346	STAC
677	4040	ZFP36L1
6770	2695	STAR
6772	4943	STAT1
6773	4770	STAT2
6774	4973	STAT3
6775	5157	STAT4
6776	5242	STAT5A
677679	144	SCARNA3
677681	130	SCARNA20
6777	5538	STAT5B
677763	138	SCARNA21
677765	134	SCARNA18
677766	420	SCARNA2
677767	330	SCARNA7
677769	421	SCARNA17
677770	125	SCARNA22
677771	129	SCARNA4
677772	266	SCARNA6
677773	130	SCARNA23
677774	166	SCARNA1
677775	278	SCARNA5
677776	131	SCARNA8
677777	270	SCARNA12
677778	127	SCARNA15
677779	2524	LINC00488
677780	137	SCARNA11
677781	191	SCARNA16
677793	135	SNORA2A
677794	137	SNORA2B
677795	132	SNORA5B
677796	694	SNORA5C
677797	139	SNORA7B
677798	133	SNORA9
677799	131	SNORA11
6778	4394	STAT6
677800	147	SNORA12
677801	134	SNORA14A
677802	135	SNORA14B
677803	133	SNORA15
677804	133	SNORA17A
677805	132	SNORA18
677806	132	SNORA20
677807	134	SNORA22
677808	189	SNORA23
677809	131	SNORA24
677810	122	SNORA26
677811	126	SNORA28
677812	140	SNORA29
677813	129	SNORA30
677814	130	SNORA31
677815	149	SNORA2C
677816	128	SNORA35
677817	130	SNORA36A
677818	135	SNORA36B
677819	129	SNORA37
677821	1422	SNORA71E
677822	127	SNORA40
677823	134	SNORA80E
677824	134	SNORA17B
677825	132	SNORA44
677826	131	SNORA3B
677827	135	SNORA46
677828	138	SNORA47
677829	137	SNORA49
677830	136	SNORA50A
677831	132	SNORA51
677832	250	SNORA53
677834	137	SNORA55
677835	129	SNORA56
677836	236	SNORA58
677838	130	SNORA61
677839	138	SNORA71C
677840	138	SNORA71D
677841	204	SNORA74B
677842	133	SNORA50C
677843	125	SNORA77
677844	127	SNORA78
677845	140	SNORA79
677846	136	SNORA80A
677847	181	SNORA81
677848	74	SNORD1A
677849	86	SNORD1B
677850	78	SNORD1C
6779	600	STATH
678	3693	ZFP36L2
6780	3931	STAU1
6781	4140	STC1
6782	3986	HSPA13
6783	2091	SULT1E1
6785	3060	ELOVL4
6786	4584	STIM1
678655	2799	CD27-AS1
6787	3814	NEK4
6788	3338	STK3
6789	6896	STK4
6790	2547	AURKA
6791	1537	AURKAPS1
6792	3688	CDKL5
6793	6019	STK10
6794	3276	STK11
6795	1301	AURKC
6799	1398	SULT1A2
680	1413	BRS3
6801	14110	STRN
6804	2216	STX1A
6809	6586	STX3
6810	1951	STX4
6811	1872	STX5
6812	3967	STXBP1
6813	4175	STXBP2
6814	2511	STXBP3
6815	4863	STYX
6817	2456	SULT1A1
6818	3984	SULT1A3
6819	3019	SULT1C2
682	3041	BSG
6820	2361	SULT2B1
6821	3510	SUOX
6822	1987	SULT2A1
6827	1530	SUPT4H1
6829	5886	SUPT5H
683	1480	BST1
6830	7449	SUPT6H
6832	2609	SUPV3L1
6833	5090	ABCC8
6834	1043	SURF1
6835	845	SURF2
6836	3818	SURF4
6837	3910	MED22
6838	2330	SURF6
6839	3054	SUV39H1
684	1019	BST2
6840	9344	SVIL
6843	3138	VAMP1
6844	2155	VAMP2
6846	565	XCL2
6847	3627	SYCP1
685	1323	BTC
6850	5348	SYK
6853	3210	SYN1
6854	5977	SYN2
6855	2433	SYP
6856	2469	SYPL1
6857	5327	SYT1
686	3189	BTD
6860	4096	SYT4
6861	2840	SYT5
6862	2598	T
6863	1188	TAC1
6865	2623	TACR2
6866	1291	TAC3
6867	10572	TACC1
6868	4711	ADAM17
6869	4993	TACR1
687	5208	KLF9
6870	1753	TACR3
6872	10085	TAF1
6873	5020	TAF2
6875	4887	TAF4B
6876	2810	TAGLN
6877	3269	TAF5
6878	3201	TAF6
6879	2295	TAF7
688	3749	KLF5
6881	817	TAF10
6882	1562	TAF11
6883	1884	TAF12
6884	577	TAF13
6885	5984	MAP3K7
6886	5464	TAL1
6887	648	TAL2
6888	1955	TALDO1
689	1698	BTF3
6894	5130	TARBP1
6895	2575	TARBP2
6897	3166	TARS
6898	3730	TAT
6899	2804	TBX1
690	640	BTF3P11
6900	9454	CNTN2
6901	2179	TAZ
6902	2446	TBCA
6903	1651	TBCC
6905	2296	TBCE
6906	2307	SERPINA7
6907	6670	TBL1X
6908	2053	TBP
6909	6029	TBX2
6910	4430	TBX5
6911	3065	TBX6
6913	3594	TBX15
6915	2601	TBXA2R
6916	4098	TBXAS1
6917	3163	TCEA1
6919	4935	TCEA2
6920	1822	TCEA3
692053	103	SNORD9
692057	90	SNORD12
692058	84	SNORD11
692072	73	SNORD5
692073	134	SNORA16A
692076	97	SNORD7
692084	104	SNORD13
692085	78	SNORD45C
692086	237	SNORD17
692087	48	SNORD49B
692088	71	SNORD50B
692089	76	SNORD19
692090	75	SNORD59B
692091	110	SNORD23
692094	677	MSMP
692099	2721	FAM86DP
6921	2330	TCEB1
692106	73	SNORD65
692107	76	SNORD66
692108	111	SNORD67
692109	77	SNORD69
692110	88	SNORD70
692111	86	SNORD71
692148	330	SCARNA10
692149	137	SCARNA14
692157	133	SNORA16B
692158	149	SNORA57
692195	60	SNORD75
692196	81	SNORD76
692197	61	SNORD77
692198	54	SNORD78
692200	75	SNORD103C
692202	97	SNORD88A
692203	97	SNORD88B
692204	97	SNORD88C
692205	114	SNORD89
692206	107	SNORD90
692207	92	SNORD91A
692208	86	SNORD91B
692209	89	SNORD92
692210	74	SNORD93
692211	67	SNORD98
692212	80	SNORD99
692213	75	SNORD110
692214	94	SNORD111
692215	77	SNORD112
692223	142	SNORD97
692224	448	FBXO22-AS1
692225	137	SNORD94
692226	72	SNORD96B
692227	80	SNORD104
692229	85	SNORD105
692234	176	SNORD103A
6923	990	TCEB2
692312	3269	PPAN-P2RY11
6924	4943	TCEB3
6925	16977	TCF4
6926	5689	TBX3
6927	4067	HNF1A
6929	4934	TCF3
693120	96	MIR33B
693121	96	MIR411
693122	85	MIR421
693123	97	MIR449B
693124	91	MIR532
693125	97	MIR548A1
693126	97	MIR548A2
693127	97	MIR548A3
693128	97	MIR548B
693129	97	MIR548C
693130	97	MIR548D1
693131	95	MIR548D2
693132	96	MIR549A
693133	97	MIR550A1
693134	97	MIR550A2
693135	95	MIR551A
693136	96	MIR551B
693137	96	MIR552
693138	68	MIR553
693139	96	MIR554
693140	96	MIR555
693141	95	MIR556
693142	98	MIR557
693143	94	MIR558
693144	96	MIR559
693146	97	MIR561
693147	95	MIR562
693148	79	MIR563
693149	94	MIR564
693151	94	MIR566
693152	98	MIR567
693153	95	MIR568
693154	96	MIR569
693156	96	MIR571
693157	95	MIR572
693158	99	MIR573
693159	96	MIR574
693160	94	MIR575
693161	98	MIR576
693162	96	MIR577
693163	96	MIR578
693164	98	MIR579
693165	97	MIR580
693166	96	MIR581
693167	98	MIR582
693168	75	MIR583
693169	97	MIR584
693170	94	MIR585
693171	97	MIR586
693172	96	MIR587
693173	83	MIR588
693174	99	MIR589
693175	97	MIR590
693176	95	MIR591
693177	97	MIR592
693178	100	MIR593
693180	96	MIR595
693182	97	MIR597
693183	97	MIR598
693184	95	MIR599
693186	79	MIR601
693187	98	MIR602
693188	97	MIR603
693189	94	MIR604
693190	83	MIR605
693191	96	MIR606
693192	96	MIR607
693193	100	MIR608
693194	95	MIR609
693195	96	MIR610
693196	67	MIR611
693198	95	MIR613
693199	90	MIR614
6932	4990	TCF7
693200	96	MIR615
693201	95	MIR616
693202	97	MIR617
693203	98	MIR618
693204	99	MIR619
693205	95	MIR620
693206	96	MIR621
693207	96	MIR622
693208	98	MIR623
693209	97	MIR624
693210	85	MIR625
693211	94	MIR626
693212	97	MIR627
693213	95	MIR628
693214	97	MIR629
693215	97	MIR630
693216	75	MIR631
693217	94	MIR632
693218	98	MIR633
693219	97	MIR634
693220	98	MIR635
693221	99	MIR636
693222	99	MIR637
693223	100	MIR638
693224	98	MIR639
693225	96	MIR640
693226	99	MIR641
693227	97	MIR642A
693228	94	MIR643
693229	94	MIR644A
693230	94	MIR645
693231	94	MIR646
693232	96	MIR647
693233	94	MIR648
693234	97	MIR649
693235	96	MIR92B
6934	5043	TCF7L2
6935	7485	ZEB1
6936	5084	GCFC2
6938	5502	TCF12
6939	1227	TCF15
694	4680	BTG1
6940	2555	ZNF354A
6943	3653	TCF21
6944	2213	VPS72
6945	2562	MLX
6947	1567	TCN1
6948	2072	TCN2
6949	5994	TCOF1
695	3662	BTK
6950	3319	TCP1
6953	5312	TCP10
6954	2136	TCP11
696	2888	BTN1A1
6975	2791	TECTB
6988	2159	TCTA
699	4350	BUB1
6990	2216	DYNLT3
6993	758	DYNLT1
6996	3914	TDG
6997	2192	TDGF1
6998	2710	TDGF1P3
70	3693	ACTC1
7001	1038	PRDX2
7003	10679	TEAD1
7004	2161	TEAD4
7005	4854	TEAD3
7006	3620	TEC
7007	6468	TECTA
7008	4678	TEF
7009	3683	TMBIM6
701	3757	BUB1B
7010	4778	TEK
7011	10694	TEP1
7012	451	TERC
7013	3036	TERF1
7014	3257	TERF2
7015	4399	TERT
7016	2516	TESK1
7018	4527	TF
7019	5369	TFAM
7020	5353	TFAP2A
7021	5770	TFAP2B
7022	2972	TFAP2C
7023	2140	TFAP4
7024	3715	TFCP2
7025	3197	NR2F1
7026	6110	NR2F2
7027	3569	TFDP1
7029	10141	TFDP2
7030	3456	TFE3
7031	492	TFF1
7032	707	TFF2
7033	1054	TFF3
7035	4171	TFPI
7036	4080	TFR2
7037	5295	TFRC
7038	8780	TG
7039	4797	TGFA
7040	2583	TGFB1
7041	1866	TGFB1I1
7042	12486	TGFB2
7043	3438	TGFB3
7044	2187	LEFTY2
7045	3257	TGFBI
7046	6573	TGFBR1
7047	2999	TGM4
7048	4707	TGFBR2
7049	7502	TGFBR3
705	1990	BYSL
7050	5604	TGIF1
7051	2777	TGM1
7052	6713	TGM2
7053	2677	TGM3
7054	1910	TH
7056	4032	THBD
7057	6049	THBS1
7058	5881	THBS2
7059	4107	THBS3
706	1169	TSPO
7060	3220	THBS4
7062	7236	TCHH
7064	3570	THOP1
7066	1892	THPO
7067	3549	THRA
7068	8494	THRB
7069	1180	THRSP
7070	2397	THY1
7071	3594	KLF10
7072	5138	TIA1
7073	4709	TIAL1
7074	8084	TIAM1
7075	6279	TIE1
7076	2038	TIMP1
7077	4017	TIMP2
7078	5486	TIMP3
7079	1633	TIMP4
708	1163	C1QBP
7080	2509	NKX2-1
7083	1595	TK1
7084	5458	TK2
7086	3114	TKT
7087	3018	ICAM5
7088	6181	TLE1
7089	3365	TLE2
7090	6571	TLE3
7091	5401	TLE4
7092	7884	TLL1
7093	6861	TLL2
7094	9269	TLN1
7095	6541	SEC62
7096	2851	TLR1
7097	3417	TLR2
7098	3348	TLR3
7099	5781	TLR4
71	2105	ACTG1
710	1998	SERPING1
7100	4361	TLR5
7101	3352	NR2E1
7102	2075	TSPAN7
7103	1627	TSPAN8
7104	1607	TM4SF4
7105	4483	TSPAN6
7106	1770	TSPAN4
7107	2042	GPR137B
7108	2147	TM7SF2
7109	8471	TRAPPC10
711	2259	ERC2-IT1
7110	6888	TMF1
7111	3426	TMOD1
7112	7097	TMPO
7113	3698	TMPRSS2
7114	629	TMSB4X
712	1098	C1QA
7122	2314	CLDN5
7123	852	CLEC3B
7125	681	TNNC2
7126	3828	TNFAIP1
7127	4175	TNFAIP2
7128	4888	TNFAIP3
713	1044	C1QB
7130	1424	TNFAIP6
7132	2992	TNFRSF1A
7133	3675	TNFRSF1B
7134	696	TNNC1
7135	7336	TNNI1
7136	801	TNNI2
7137	853	TNNI3
7138	1164	TNNT1
7139	2447	TNNT2
714	1191	C1QC
7140	1613	TNNT3
7141	401	TNP1
7142	597	TNP2
7143	5208	TNR
7145	13044	TNS1
715	4591	C1R
7150	4800	TOP1
7151	2429	TOP1P1
7152	1519	TOP1P2
7153	5774	TOP2A
7155	5422	TOP2B
7156	4326	TOP3A
7157	3905	TP53
7158	7537	TP53BP1
7159	5091	TP53BP2
716	3485	C1S
7161	6718	TP73
7162	3477	TPBG
7163	5573	TPD52
7164	3427	TPD52L1
7165	2428	TPD52L2
7166	1815	TPH1
7167	1856	TPI1
7168	3596	TPM1
7169	1777	TPM2
7170	12153	TPM3
7171	3066	TPM4
7172	4145	TPMT
7174	4710	TPP2
7175	10002	TPR
7177	1404	TPSAB1
7178	5341	TPT1
7179	4352	TPTE
718	5101	C3
7180	1522	CRISP2
7181	4533	NR2C1
7182	8330	NR2C2
7184	2862	HSP90B1
7185	4575	TRAF1
7186	2578	TRAF2
7187	7776	TRAF3
7188	4152	TRAF5
7189	8021	TRAF6
719	1955	C3AR1
7190	2752	HSP90B2P
72	2529	ACTG2
7200	1890	TRH
7201	1414	TRHR
7203	2382	CCT3
7204	11624	TRIO
7205	1752	TRIP6
7216	5399	TRO
722	2243	C4BPA
7220	4170	TRPC1
7221	1213	TRPC2
7222	3677	TRPC3
7223	3451	TRPC4
7224	7054	TRPC5
7225	4612	TRPC6
7226	6684	TRPM2
7227	10156	TRPS1
723778	91	MIR650
723779	97	MIR651
723790	534	HIST2H2AA4
723809	1832	LHFPL3-AS2
723961	5361	INS-IGF2
723972	738	ANP32AP1
724022	98	MIR652
724023	96	MIR653
724024	81	MIR654
724025	97	MIR655
724026	78	MIR656
724027	98	MIR657
724028	100	MIR658
724029	97	MIR659
724030	97	MIR660
724031	89	MIR661
724032	95	MIR662
724068	301	DEFA11P
724087	520	LINC01545
724102	1135	SNHG4
7247	3616	TSN
7248	9715	TSC1
7249	7260	TSC2
725	1800	C4BPB
7251	1548	TSG101
7252	564	TSHB
7253	4834	TSHR
7257	2649	TSNAX
7258	2119	TSPY1
7259	5259	TSPYL1
726	6036	CAPN5
7260	2469	TSSC1
7263	1805	TST
7265	1482	TTC1
7266	2261	DNAJC7
7267	11778	TTC3
7268	2517	TTC4
727	5953	C5
7270	3153	TTF1
7272	3022	TTK
7273	117845	TTN
7274	2632	TTPA
7275	6717	TUB
7276	928	TTR
727676	136	SNORD118
727677	1924	CASC8
727684	719	C1orf195
727699	2155	LINC00163
7277	2590	TUBA4A
727708	199	SNORD116-19
727751	4593	LOC727751
727758	2459	ROCK1P1
727764	7277	MAFIP
7278	1551	TUBA3C
727800	1077	RNF208
727832	4013	GOLGA6L6
727851	7957	RGPD8
727857	708	BHLHA9
727866	2944	FAM156B
727896	3409	LOC727896
727897	18326	MUC5B
727915	904	AGBL1-AS1
727936	1544	GXYLT2
727957	9962	MROH1
727982	2674	LINC01249
728	2342	C5AR1
7280	1717	TUBB2A
728012	548	MCHR2-AS1
728024	1491	LOC728024
728039	2256	SSR4P1
728040	763	LOC728040
728042	2588	CT47A9
728047	5427	GOLGA8O
728053	4234	NA
728062	1293	CT47A6
728066	2019	FAM133DP
728081	592	LINC00290
728082	2586	CT47A3
728084	2509	LOC728084
728090	2588	CT47A2
728095	2237	LOC728095
728096	2586	CT47A1
728113	4472	ANXA8L1
728116	4018	ZBTB8B
728118	3288	NUTM2A
728130	6598	NUTM2D
728137	4688	TSPY3
728175	1878	LOC728175
728190	6639	NUTM2A-AS1
728192	914	LINC00460
728215	3859	FAM155A
728218	1195	LINC00864
728228	682	LINC01433
728229	1427	TMEM191B
728233	5477	PI4KAP1
728264	3469	CARMN
728276	2737	CLEC19A
728279	713	KRTAP2-2
728294	3918	D2HGDH
728299	318	KRTAP19-8
7283	1951	TUBG1
728310	1156	GOLGA6L7P
728318	753	KRTAP9-1
728342	3091	LINC00992
728343	4580	NXF2B
728361	695	OVOL3
728377	5755	ARHGEF34P
728378	4337	POTEF
728392	1493	LOC728392
728393	9558	USP17L27
728395	2266	TSPY4
7284	2071	TUFM
728400	3186	USP17L28
728402	1214	TPI1P3
728403	1126	TSPY8
728404	3212	NA
728407	1721	PARGP1
728409	595	LINC01548
728410	10193	DUX4L2
728411	6672	GUSBP1
728431	1427	LINC01137
728448	4652	PPIEL
728463	557	TGFB2-AS1
728464	1402	METTL24
728489	750	DNLZ
728495	1883	FAM74A3
728537	1369	LINC01125
728558	6922	ENTPD1-AS1
728568	1994	C12orf73
728577	6439	CNTNAP3B
728591	2743	CCDC169
728597	1482	DCDC2C
7286	3250	TUFT1
728606	2598	PCAT18
728609	1958	SDHAP3
728613	4796	LOC728613
728619	1625	ASB9P1
728621	10932	CCDC30
728622	1882	SKP1P2
728635	2466	DHRS4L1
728637	1440	MEIKIN
728640	2519	FAM133CP
728642	6200	CDK11A
728643	542	HNRNPA1P33
728655	484	HULC
728656	1243	DMRTC1B
728658	658	RPL13AP5
728661	8714	SLC35E2B
7287	3120	TULP1
728716	568	LINC01346
728723	3311	ZBED3-AS1
728724	1153	LINC00977
728730	4943	LOC728730
728739	622	LOC728739
728741	1731	NPIPB6
728743	3669	LOC728743
728747	3827	ANKRD20A4
728752	1414	LOC728752
728758	2346	PIN4P1
728769	1550	SCAMP1-AS1
728773	3934	PABPC1P2
728780	2552	ANKDD1B
728798	2130	FRMPD2B
7288	1760	TULP2
728819	1170	C1GALT1C1L
728833	2393	FAM72D
728841	9434	NBPF8
728855	1289	LINC00623
728858	966	C12orf71
728875	775	NA
728882	7560	FAM182B
7289	3224	TULP3
728911	3377	CT45A2
728927	2098	ZNF736
728932	2086	NA
728939	3498	NA
728957	3683	ZNF705D
728963	905	RPS15AP10
728978	647	UNC5B-AS1
728989	1076	LOC728989
729	3967	C6
7290	4931	HIRA
729013	1113	ZBED5-AS1
729020	2130	RPEL1
729025	2923	SLC15A5
729041	1267	FAAHP1
729059	510	C1orf234
729080	1070	LOC729080
729082	1894	OIP5-AS1
729085	4443	FAM198A
729092	3948	AGAP5
729096	2421	BMS1P4
7291	1666	TWIST1
729121	1669	RGPD4-AS1
729156	2426	GTF2IRD1P1
729159	1309	LOC729159
729171	3670	ANKRD20A8P
729176	2156	KATNBL1P6
729177	2295	NBAT1
729178	5876	STXBP5-AS1
7292	3741	TNFSF4
729218	5853	LOC729218
729220	2100	FLJ45513
729230	3581	CCR2
729234	852	FAHD2CP
729238	2241	SFTPA2
729240	7388	PRR20C
729250	1847	PRR20E
729252	1815	KRT16P1
729262	3292	NUTM2B
729288	5327	ZNF286B
729296	1259	LOC729296
7293	1751	TNFRSF4
729330	1894	OC90
729338	629	CETN4P
729359	6353	PLIN4
729375	2275	FAM86HP
729396	575	GAGE12J
7294	3234	TXK
729408	564	GAGE2D
729420	1168	LMO7DN
729440	1823	CCDC61
729444	4119	NA
729447	552	GAGE2A
729467	1043	HSD52
729475	3986	RAD51AP2
7295	868	TXN
729506	1591	LOC729506
729515	5027	TMEM242
729522	2825	AACSP1
729533	1867	FAM72A
729582	4097	DIRC3
729597	3145	SPDYE6
7296	6758	TXNRD1
729603	3131	LOC729603
729609	628	LOC729609
729614	2732	FLJ37453
729627	2307	PRR23A
729633	2690	MRS2P2
729648	2233	ZNF812P
729665	2610	CCDC175
729678	2082	LINC00847
729683	2348	LOC729683
729689	790	FAM90A2P
7297	4656	TYK2
729723	4676	DNAJC27-AS1
729732	4506	LOC729732
729737	5474	LOC729737
729739	490	LOC729739
729747	1762	ZNF878
729767	1125	CEACAM18
729799	2572	SEC14L1P1
7298	1583	TYMS
729830	4576	FAM160A1
729852	2270	UMAD1
729862	444	LSP1P3
7299	2065	TYR
729911	693	ANKRD34C-AS1
729920	5524	ISPD
729930	1105	LOC729930
729950	2321	LOC729950
729956	6035	SHISA7
729966	687	LOC729966
729967	741	MORN2
729970	952	LOC729970
729974	864	RFPL4AL1
729975	1701	LINC01530
729987	2265	LOC729987
729991	2336	BORCS8
729993	9899	SHISA9
730	4116	C7
730005	1261	SEC14L6
730051	8638	ZNF814
730087	1964	ZNF726
730091	3337	LINC00886
730092	2315	RRN3P1
730094	5931	C16orf52
7301	3971	TYRO3
730101	3784	LOC730101
730102	2974	LOC730102
730109	618	LINC01100
730112	1108	FAM166B
730130	2554	TMEM229A
730152	5697	GSTA7P
730159	631	LOC730159
730183	582	LOC730183
730198	4099	MEIS1-AS3
7302	864	TYRO3P
730227	2741	LINC01136
730249	2090	ACOD1
730262	785	PPIAL4E
730291	1239	ZNF735
7305	591	TYROBP
7306	2876	TYRP1
730668	4162	LOC730668
7307	11212	U2AF1
730811	3242	MYT1L-AS1
730971	2140	FLJ36777
731	2392	C8A
7311	2811	UBA52
731157	475	LOC731157
731220	1966	RFX8
731223	488	LINC01220
7314	1626	UBB
731424	3390	MIR3945HG
7316	2699	UBC
731656	995	LINC01348
7317	4811	UBA1
731789	6104	LINC00202-2
7318	3313	UBA7
7319	1878	UBE2A
732	2513	C8B
7320	2631	UBE2B
7321	2655	UBE2D1
7322	2866	UBE2D2
732253	1085	TDRG1
732275	2902	LINC00917
7323	5134	UBE2D3
7324	2489	UBE2E1
7325	1861	UBE2E2
7326	4208	UBE2G1
7327	3498	UBE2G2
7328	5161	UBE2H
7329	5712	UBE2I
733	877	C8G
7332	3947	UBE2L3
7334	2552	UBE2N
7335	4304	UBE2V1
7336	1524	UBE2V2
7337	5520	UBE3A
734	4503	OSGIN2
7341	1527	SUMO1
7342	4175	UBP1
7343	5575	UBTF
7345	1606	UCHL1
7347	1163	UCHL3
7348	2058	UPK1B
7349	615	UCN
735	2692	C9
7350	1000	UCP1
7351	1646	UCP2
7352	3485	UCP3
7353	6377	UFD1L
735301	233	SNHG9
7355	3561	SLC35A2
7356	452	SCGB1A1
7357	1631	UGCG
7358	3196	UGDH
7360	2490	UGP2
7363	2431	UGT2B4
7364	1887	UGT2B7
7367	2076	UGT2B17
7368	3423	UGT8
7369	2577	UMOD
7371	4920	UCK2
7372	7040	UMPS
7373	7154	COL14A1
7374	2366	UNG
7375	5329	USP4
7376	2688	NR1H2
7378	2296	UPP1
7379	934	UPK2
738	2828	VPS51
7380	1046	UPK3A
7381	5223	UQCRB
7384	1617	UQCRC1
7385	2890	UQCRC2
7386	1224	UQCRFS1
7388	674	UQCRH
7389	2465	UROD
7390	2436	UROS
7391	1835	USF1
7392	1801	USF2
7398	4198	USP1
7399	20187	USH2A
740	2101	MRPL49
7401	4575	CLRN1
7402	12649	UTRN
7403	5926	KDM6A
7404	8849	UTY
7405	6290	UVRAG
7408	2290	VASP
7409	3061	VAV1
741	1296	ZNHIT2
7410	5735	VAV2
7411	1628	VBP1
7412	3204	VCAM1
7414	8457	VCL
7415	4158	VCP
7416	3064	VDAC1
7417	2107	VDAC2
7419	1919	VDAC3
7421	5318	VDR
7422	3938	VEGFA
7423	1805	VEGFB
7424	2082	VEGFC
7425	2553	VGF
7428	4560	VHL
7429	3087	VIL1
7430	3285	EZR
7431	2136	VIM
7432	1586	VIP
7433	3378	VIPR1
7434	4542	VIPR2
7436	3636	VLDLR
7439	4514	BEST1
744	7385	MPPED2
7441	641	VPREB1
7442	5054	TRPV1
7443	1703	VRK1
7444	3425	VRK2
7447	2005	VSNL1
7448	1677	VTN
745	6111	MYRF
7450	9252	VWF
7453	3352	WARS
7454	1830	WAS
7455	8737	ZAN
7456	6270	WIPF1
7458	2874	EIF4H
746	411	TMEM258
7461	5741	CLIP2
7462	2191	LAT2
7464	7603	CORO2A
7465	8601	WEE1
7466	4140	WFS1
7468	18630	WHSC1
7469	3155	NELFA
747	5758	DAGLA
7471	2284	WNT1
7472	2907	WNT2
7474	6260	WNT5A
7475	1700	WNT6
7476	1714	WNT7A
7477	4124	WNT7B
7478	1783	WNT8A
7479	1996	WNT8B
7480	2369	WNT10B
7481	2215	WNT11
7482	2715	WNT2B
7483	1240	WNT9A
7485	3870	WRB
7486	5878	WRN
7490	3467	WT1
7494	2673	XBP1
7498	5717	XDH
7499	3035	XG
750	994	GAS8-AS1
7503	19280	XIST
7504	5085	XK
7507	1700	XPA
7508	3720	XPC
751071	1424	METTL12
7511	4853	XPNPEP1
7512	3661	XPNPEP2
7514	7881	XPO1
7515	2102	XRCC1
7516	3069	XRCC2
7517	2639	XRCC3
7518	2095	XRCC4
752	5462	FMNL1
7520	4291	XRCC5
752014	1374	CEMP1
7525	4843	YES1
7528	3159	YY1
7529	3221	YWHAB
753	11303	LDLRAD4
7532	3747	YWHAG
7533	2138	YWHAH
7534	3651	YWHAZ
7535	2806	ZAP70
7536	4679	SF1
7538	1752	ZFP36
7539	2951	ZFP37
754	2826	PTTG1IP
7541	3776	ZBTB14
7542	2173	ZFPL1
7543	8000	ZFX
7544	5974	ZFY
7545	5231	ZIC1
7546	2975	ZIC2
7547	3939	ZIC3
7549	3971	ZNF2
755	4017	C21orf2
7551	4434	ZNF3
7552	5549	ZNF711
7553	3815	ZNF7
7554	4998	ZNF8
7555	3378	CNBP
7556	4664	ZNF10
7559	5115	ZNF12
7561	2963	ZNF14
7562	4185	ZNF708
7564	2616	ZNF16
7565	2719	ZNF17
7566	2805	ZNF18
7567	3112	ZNF19
7568	3130	ZNF20
7569	3604	ZNF182
7570	2204	ZNF22
7571	5026	ZNF23
7572	6501	ZNF24
7574	3281	ZNF26
7576	4712	ZNF28
7579	5132	ZSCAN20
758	3130	MPPED1
7580	1279	ZNF32
7581	7542	ZNF33A
7582	9165	ZNF33B
7584	2649	ZNF35
7586	10199	ZKSCAN1
7587	7029	ZNF37A
7589	2123	ZSCAN21
759	1470	CA1
7592	4589	ZNF41
7593	4238	MZF1
7596	3970	ZNF45
7597	3434	ZBTB25
760	1666	CA2
761	1751	CA3
762	1503	CA4
7620	1659	ZNF69
7621	4017	ZNF70
7625	4040	ZNF74
7626	6798	ZNF75D
7627	2601	ZNF75A
7629	4114	ZNF76
763	1084	CA5A
7633	2302	ZNF79
7634	2948	ZNF80
7637	7180	ZNF84
7638	2574	ZNF221
7643	4721	ZNF90
7644	5396	ZNF91
765	2374	CA6
7652	7881	ZNF99
766	1849	CA7
767	4060	CA8
7673	1820	ZNF222
7675	1950	ZNF121
767557	1344	SYS1-DBNDD2
767558	3884	LUZP6
767561	70	SNORD113-1
767562	71	SNORD113-2
767563	71	SNORD113-3
767564	74	SNORD113-4
767565	77	SNORD113-5
767566	74	SNORD113-6
767567	76	SNORD113-7
767568	73	SNORD113-8
767569	71	SNORD113-9
767577	71	SNORD114-1
767578	77	SNORD114-2
767579	74	SNORD114-3
767580	104	SNORD114-4
767581	69	SNORD114-5
767582	71	SNORD114-6
767583	76	SNORD114-7
767584	71	SNORD114-8
767585	71	SNORD114-9
767588	71	SNORD114-10
767589	74	SNORD114-11
767590	74	SNORD114-12
767591	73	SNORD114-13
767592	74	SNORD114-14
767593	71	SNORD114-15
767594	69	SNORD114-16
767595	74	SNORD114-17
767596	71	SNORD114-18
767597	74	SNORD114-19
767598	71	SNORD114-20
767599	71	SNORD114-21
767600	71	SNORD114-22
767603	71	SNORD114-23
767604	71	SNORD114-24
767605	71	SNORD114-25
767606	71	SNORD114-26
767608	69	SNORD114-27
767609	71	SNORD114-28
767610	69	SNORD114-29
767611	71	SNORD114-30
767612	74	SNORD114-31
7678	3892	ZNF124
767846	1914	PFN1P2
768	1554	CA9
768096	2794	HAR1A
768097	896	HAR1B
7681	2713	MKRN3
768206	2242	PRCD
768211	4036	RELL1
768212	88	MIR758
768213	118	MIR671
768214	66	MIR668
768215	109	MIR767
768216	115	MIR454
768217	118	MIR769
768218	111	MIR766
768219	94	MIR802
768220	114	MIR765
768222	98	MIR770
768239	4680	PSAPL1
7686	1633	MKRN7P
7690	3680	ZNF131
7691	3031	ZNF132
7692	3294	ZNF133
7693	2248	ZNF134
7694	4158	ZNF135
7695	3018	ZNF136
7696	2484	ZNF137P
7697	4956	ZNF138
7699	3132	ZNF140
770	1653	CA11
7700	3167	ZNF141
7701	6492	ZNF142
